timestamp,temperature_c,humidity_percent,temperature_c_ma,humidity_percent_ma
2025-10-09 02:35:00,23.5,74.4,23.299999999999997,74.36666666666666
2025-10-09 02:40:00,23.2,74.5,23.3,74.46666666666667
2025-10-09 02:45:00,23.1,74.7,23.266666666666666,74.53333333333335
2025-10-09 02:50:00,23.3,74.2,23.2,74.46666666666667
2025-10-09 02:55:00,23.0,75.3,23.133333333333336,74.73333333333333
2025-10-09 03:00:00,23.2,74.1,23.166666666666668,74.53333333333335
2025-10-09 03:05:00,22.9,74.0,23.03333333333333,74.46666666666665
2025-10-09 03:10:00,23.0,75.0,23.03333333333333,74.36666666666666
2025-10-09 03:15:00,23.2,74.8,23.03333333333333,74.60000000000001
2025-10-09 03:20:00,23.3,74.7,23.166666666666668,74.83333333333333
2025-10-09 03:25:00,23.3,74.7,23.266666666666666,74.73333333333333
2025-10-09 03:30:00,23.2,74.4,23.266666666666666,74.60000000000001
2025-10-09 03:35:00,23.2,74.0,23.233333333333334,74.36666666666667
2025-10-09 03:40:00,23.1,74.3,23.166666666666668,74.23333333333333
2025-10-09 03:45:00,23.2,74.0,23.166666666666668,74.10000000000001
2025-10-09 03:50:00,23.3,74.6,23.2,74.3
2025-10-09 03:55:00,23.5,74.1,23.333333333333332,74.23333333333333
2025-10-09 04:00:00,23.4,73.8,23.400000000000002,74.16666666666666
2025-10-09 04:05:00,23.2,73.9,23.366666666666664,73.93333333333332
2025-10-09 04:10:00,23.5,74.1,23.366666666666664,73.93333333333332
2025-10-09 04:15:00,23.4,73.6,23.366666666666664,73.86666666666666
2025-10-09 04:20:00,23.4,73.4,23.433333333333334,73.7
2025-10-09 04:25:00,23.7,73.8,23.5,73.60000000000001
2025-10-09 04:30:00,23.8,73.7,23.633333333333336,73.63333333333334
2025-10-09 04:35:00,23.8,73.3,23.766666666666666,73.60000000000001
2025-10-09 04:40:00,23.6,73.2,23.733333333333334,73.39999999999999
2025-10-09 04:45:00,23.7,73.4,23.7,73.3
2025-10-09 04:50:00,23.9,72.6,23.733333333333334,73.06666666666668
2025-10-09 04:55:00,24.0,72.5,23.866666666666664,72.83333333333333
2025-10-09 05:00:00,23.9,72.6,23.933333333333334,72.56666666666666
2025-10-09 05:05:00,24.0,72.7,23.96666666666667,72.60000000000001
2025-10-09 05:10:00,23.9,72.7,23.933333333333334,72.66666666666667
2025-10-09 05:15:00,23.9,73.1,23.933333333333334,72.83333333333333
2025-10-09 05:20:00,24.3,72.7,24.03333333333333,72.83333333333333
2025-10-09 05:25:00,24.4,72.1,24.2,72.63333333333333
2025-10-09 05:30:00,24.3,72.0,24.333333333333332,72.26666666666667
2025-10-09 05:35:00,24.5,71.5,24.400000000000002,71.86666666666667
2025-10-09 05:40:00,24.5,71.7,24.433333333333334,71.73333333333333
2025-10-09 05:45:00,24.4,71.4,24.46666666666667,71.53333333333333
2025-10-09 05:50:00,24.7,71.5,24.53333333333333,71.53333333333335
2025-10-09 05:55:00,24.9,70.8,24.666666666666668,71.23333333333333
2025-10-09 06:00:00,24.8,71.2,24.8,71.16666666666667
2025-10-09 06:05:00,25.1,71.4,24.933333333333334,71.13333333333334
2025-10-09 06:10:00,24.6,70.6,24.833333333333332,71.06666666666668
2025-10-09 06:15:00,25.2,70.6,24.96666666666667,70.86666666666666
2025-10-09 06:20:00,25.1,70.5,24.96666666666667,70.56666666666666
2025-10-09 06:25:00,25.2,69.9,25.166666666666668,70.33333333333333
2025-10-09 06:30:00,25.3,69.9,25.2,70.10000000000001
2025-10-09 06:35:00,25.1,69.6,25.200000000000003,69.8
2025-10-09 06:40:00,25.5,69.4,25.3,69.63333333333334
2025-10-09 06:45:00,25.7,68.9,25.433333333333337,69.3
2025-10-09 06:50:00,25.9,69.0,25.7,69.10000000000001
2025-10-09 06:55:00,25.7,68.9,25.766666666666666,68.93333333333334
2025-10-09 07:00:00,25.8,69.1,25.8,69.0
2025-10-09 07:05:00,25.9,68.7,25.8,68.89999999999999
2025-10-09 07:10:00,26.2,68.9,25.966666666666665,68.89999999999999
2025-10-09 07:15:00,26.3,67.5,26.133333333333336,68.36666666666667
2025-10-09 07:20:00,26.2,67.9,26.233333333333334,68.10000000000001
2025-10-09 07:25:00,26.5,67.4,26.333333333333332,67.60000000000001
2025-10-09 07:30:00,26.5,68.0,26.400000000000002,67.76666666666667
2025-10-09 07:35:00,26.8,66.5,26.599999999999998,67.30000000000001
2025-10-09 07:40:00,26.6,66.3,26.633333333333336,66.93333333333332
2025-10-09 07:45:00,26.8,66.1,26.733333333333334,66.3
2025-10-09 07:50:00,26.9,65.3,26.766666666666666,65.89999999999999
2025-10-09 07:55:00,26.9,65.6,26.866666666666664,65.66666666666667
2025-10-09 08:00:00,27.2,65.3,27.0,65.39999999999999
2025-10-09 08:05:00,27.4,65.4,27.166666666666668,65.43333333333332
2025-10-09 08:10:00,27.4,65.2,27.333333333333332,65.3
2025-10-09 08:15:00,27.5,65.6,27.433333333333334,65.39999999999999
2025-10-09 08:20:00,27.4,65.0,27.433333333333334,65.26666666666667
2025-10-09 08:25:00,27.7,64.1,27.53333333333333,64.89999999999999
2025-10-09 08:30:00,27.8,63.7,27.633333333333336,64.26666666666667
2025-10-09 08:35:00,27.9,64.0,27.8,63.93333333333334
2025-10-09 08:40:00,28.1,63.0,27.933333333333334,63.56666666666666
2025-10-09 08:45:00,28.3,64.0,28.099999999999998,63.666666666666664
2025-10-09 08:50:00,28.6,63.5,28.333333333333332,63.5
2025-10-09 08:55:00,28.5,62.6,28.46666666666667,63.36666666666667
2025-10-09 09:00:00,28.4,62.3,28.5,62.800000000000004
2025-10-09 09:05:00,28.7,61.8,28.53333333333333,62.23333333333333
2025-10-09 09:10:00,29.1,63.0,28.73333333333333,62.36666666666667
2025-10-09 09:15:00,28.9,62.2,28.900000000000002,62.333333333333336
2025-10-09 09:20:00,29.1,60.8,29.03333333333333,62.0
2025-10-09 09:25:00,29.6,61.0,29.2,61.333333333333336
2025-10-09 09:30:00,29.3,60.9,29.333333333333332,60.9
2025-10-09 09:35:00,29.5,60.7,29.46666666666667,60.866666666666674
2025-10-09 09:40:00,29.5,60.2,29.433333333333334,60.6
2025-10-09 09:45:00,29.5,60.4,29.5,60.43333333333334
2025-10-09 09:50:00,29.9,59.5,29.633333333333336,60.03333333333333
2025-10-09 09:55:00,30.0,59.6,29.8,59.833333333333336
2025-10-09 10:00:00,30.1,59.4,30.0,59.5
2025-10-09 10:05:00,30.0,59.3,30.03333333333333,59.43333333333333
2025-10-09 10:10:00,30.4,59.2,30.166666666666668,59.300000000000004
2025-10-09 10:15:00,30.1,58.2,30.166666666666668,58.9
2025-10-09 10:20:00,30.5,57.8,30.333333333333332,58.400000000000006
2025-10-09 10:25:00,30.9,58.7,30.5,58.23333333333333
2025-10-09 10:30:00,30.5,58.0,30.633333333333336,58.166666666666664
2025-10-09 10:35:00,30.7,57.4,30.7,58.03333333333333
2025-10-09 10:40:00,30.9,58.0,30.7,57.800000000000004
2025-10-09 10:45:00,30.9,57.2,30.833333333333332,57.53333333333334
2025-10-09 10:50:00,30.9,57.4,30.9,57.53333333333333
2025-10-09 10:55:00,31.2,56.8,31.0,57.13333333333333
2025-10-09 11:00:00,31.1,57.3,31.066666666666666,57.166666666666664
2025-10-09 11:05:00,31.5,57.0,31.266666666666666,57.03333333333333
2025-10-09 11:10:00,31.4,56.0,31.333333333333332,56.76666666666667
2025-10-09 11:15:00,31.8,56.2,31.566666666666666,56.4
2025-10-09 11:20:00,31.6,55.9,31.600000000000005,56.03333333333333
2025-10-09 11:25:00,31.7,56.0,31.7,56.03333333333333
2025-10-09 11:30:00,32.0,54.8,31.766666666666666,55.56666666666666
2025-10-09 11:35:00,31.8,55.3,31.833333333333332,55.36666666666667
2025-10-09 11:40:00,32.1,55.2,31.966666666666665,55.1
2025-10-09 11:45:00,32.4,53.9,32.099999999999994,54.800000000000004
2025-10-09 11:50:00,32.0,53.9,32.166666666666664,54.333333333333336
2025-10-09 11:55:00,32.4,53.4,32.266666666666666,53.73333333333333
2025-10-09 12:00:00,32.5,53.9,32.3,53.73333333333333
2025-10-09 12:05:00,32.6,54.1,32.5,53.800000000000004
2025-10-09 12:10:00,32.4,54.3,32.49999999999999,54.099999999999994
2025-10-09 12:15:00,32.5,53.5,32.5,53.96666666666667
2025-10-09 12:20:00,32.8,54.0,32.56666666666666,53.93333333333334
2025-10-09 12:25:00,32.9,52.6,32.73333333333333,53.36666666666667
2025-10-09 12:30:00,32.9,52.3,32.86666666666666,52.96666666666666
2025-10-09 12:35:00,33.0,52.8,32.93333333333333,52.56666666666666
2025-10-09 12:40:00,32.9,52.8,32.93333333333333,52.633333333333326
2025-10-09 12:45:00,33.1,52.5,32.99999999999999,52.699999999999996
2025-10-09 12:50:00,33.2,51.6,33.06666666666667,52.300000000000004
2025-10-09 12:55:00,33.1,52.2,33.13333333333333,52.1
2025-10-09 13:00:00,33.6,51.6,33.300000000000004,51.800000000000004
2025-10-09 13:05:00,33.4,52.2,33.36666666666667,52.0
2025-10-09 13:10:00,33.2,52.0,33.4,51.93333333333334
2025-10-09 13:15:00,33.5,51.4,33.36666666666667,51.86666666666667
2025-10-09 13:20:00,33.3,51.4,33.333333333333336,51.6
2025-10-09 13:25:00,33.7,51.1,33.5,51.300000000000004
2025-10-09 13:30:00,33.8,51.4,33.599999999999994,51.29999999999999
2025-10-09 13:35:00,33.5,51.7,33.666666666666664,51.4
2025-10-09 13:40:00,33.8,50.8,33.699999999999996,51.300000000000004
2025-10-09 13:45:00,33.8,51.3,33.699999999999996,51.26666666666667
2025-10-09 13:50:00,33.9,50.8,33.83333333333333,50.96666666666666
2025-10-09 13:55:00,34.1,50.7,33.93333333333333,50.93333333333334
2025-10-09 14:00:00,33.8,50.9,33.93333333333333,50.800000000000004
2025-10-09 14:05:00,33.7,50.4,33.86666666666667,50.666666666666664
2025-10-09 14:10:00,33.7,50.6,33.73333333333333,50.63333333333333
2025-10-09 14:15:00,33.8,50.3,33.73333333333333,50.43333333333333
2025-10-09 14:20:00,33.9,51.5,33.8,50.800000000000004
2025-10-09 14:25:00,34.0,50.7,33.9,50.833333333333336
2025-10-09 14:30:00,34.0,50.3,33.96666666666666,50.833333333333336
2025-10-09 14:35:00,34.1,50.7,34.03333333333333,50.56666666666666
2025-10-09 14:40:00,34.0,50.5,34.03333333333333,50.5
2025-10-09 14:45:00,34.2,50.4,34.1,50.53333333333333
2025-10-09 14:50:00,34.0,50.8,34.06666666666666,50.56666666666666
2025-10-09 14:55:00,34.4,50.8,34.199999999999996,50.666666666666664
2025-10-09 15:00:00,34.1,50.3,34.166666666666664,50.633333333333326
2025-10-09 15:05:00,33.9,50.3,34.13333333333333,50.46666666666666
2025-10-09 15:10:00,33.8,50.4,33.93333333333333,50.333333333333336
2025-10-09 15:15:00,34.1,49.6,33.93333333333333,50.1
2025-10-09 15:20:00,33.9,49.9,33.93333333333333,49.96666666666667
2025-10-09 15:25:00,34.1,51.1,34.03333333333333,50.199999999999996
2025-10-09 15:30:00,34.0,51.3,34.0,50.76666666666667
2025-10-09 15:35:00,33.9,50.5,33.99999999999999,50.96666666666666
2025-10-09 15:40:00,33.8,50.9,33.9,50.9
2025-10-09 15:45:00,33.7,50.9,33.8,50.76666666666667
2025-10-09 15:50:00,33.8,52.0,33.766666666666666,51.26666666666667
2025-10-09 15:55:00,34.0,51.3,33.833333333333336,51.4
2025-10-09 16:00:00,33.8,50.9,33.86666666666666,51.4
2025-10-09 16:05:00,33.6,50.6,33.79999999999999,50.93333333333334
2025-10-09 16:10:00,33.8,50.4,33.73333333333333,50.63333333333333
2025-10-09 16:15:00,33.8,51.2,33.73333333333333,50.73333333333333
2025-10-09 16:20:00,33.5,50.9,33.699999999999996,50.833333333333336
2025-10-09 16:25:00,33.7,50.7,33.666666666666664,50.93333333333334
2025-10-09 16:30:00,33.6,51.2,33.6,50.93333333333334
2025-10-09 16:35:00,33.4,51.1,33.56666666666666,51.0
2025-10-09 16:40:00,33.5,52.3,33.5,51.53333333333333
2025-10-09 16:45:00,33.5,52.1,33.46666666666667,51.833333333333336
2025-10-09 16:50:00,33.6,51.9,33.53333333333333,52.1
2025-10-09 16:55:00,33.5,52.6,33.53333333333333,52.199999999999996
2025-10-09 17:00:00,33.1,52.1,33.4,52.199999999999996
2025-10-09 17:05:00,33.1,51.9,33.233333333333334,52.199999999999996
2025-10-09 17:10:00,33.2,53.0,33.13333333333333,52.333333333333336
2025-10-09 17:15:00,33.2,52.7,33.166666666666664,52.53333333333334
2025-10-09 17:20:00,33.1,52.3,33.166666666666664,52.666666666666664
2025-10-09 17:25:00,33.5,52.7,33.26666666666666,52.56666666666666
2025-10-09 17:30:00,33.0,52.6,33.199999999999996,52.53333333333333
2025-10-09 17:35:00,33.0,52.6,33.166666666666664,52.63333333333333
2025-10-09 17:40:00,32.9,53.7,32.96666666666666,52.96666666666667
2025-10-09 17:45:00,32.8,54.2,32.9,53.5
2025-10-09 17:50:00,32.5,53.1,32.73333333333333,53.666666666666664
2025-10-09 17:55:00,32.6,54.1,32.633333333333326,53.800000000000004
2025-10-09 18:00:00,32.3,53.8,32.46666666666667,53.666666666666664
2025-10-09 18:05:00,32.3,54.0,32.4,53.96666666666667
2025-10-09 18:10:00,32.2,54.2,32.26666666666666,54.0
2025-10-09 18:15:00,32.2,54.2,32.23333333333333,54.13333333333333
2025-10-09 18:20:00,32.4,54.8,32.266666666666666,54.4
2025-10-09 18:25:00,31.7,54.7,32.1,54.56666666666666
2025-10-09 18:30:00,32.0,55.3,32.03333333333333,54.93333333333334
2025-10-09 18:35:00,31.6,55.4,31.766666666666666,55.13333333333333
2025-10-09 18:40:00,31.6,55.5,31.73333333333333,55.4
2025-10-09 18:45:00,31.8,55.5,31.666666666666668,55.46666666666667
2025-10-09 18:50:00,31.5,55.8,31.633333333333336,55.599999999999994
2025-10-09 18:55:00,31.2,56.6,31.499999999999996,55.96666666666666
2025-10-09 19:00:00,31.2,56.7,31.299999999999997,56.36666666666667
2025-10-09 19:05:00,31.3,56.3,31.23333333333333,56.53333333333334
2025-10-09 19:10:00,31.0,57.0,31.16666666666666,56.666666666666664
2025-10-09 19:15:00,31.0,57.5,31.099999999999998,56.93333333333334
2025-10-09 19:20:00,30.9,56.8,30.966666666666665,57.1
2025-10-09 19:25:00,30.7,57.9,30.866666666666664,57.4
2025-10-09 19:30:00,31.0,57.6,30.866666666666664,57.43333333333334
2025-10-09 19:35:00,30.7,58.4,30.799999999999997,57.96666666666667
2025-10-09 19:40:00,30.1,58.1,30.599999999999998,58.03333333333333
2025-10-09 19:45:00,30.4,57.9,30.399999999999995,58.13333333333333
2025-10-09 19:50:00,30.1,58.2,30.2,58.06666666666666
2025-10-09 19:55:00,30.2,59.2,30.23333333333333,58.43333333333334
2025-10-09 20:00:00,29.9,59.5,30.066666666666663,58.96666666666667
2025-10-09 20:05:00,29.9,59.3,30.0,59.333333333333336
2025-10-09 20:10:00,29.8,60.2,29.866666666666664,59.666666666666664
2025-10-09 20:15:00,29.8,59.5,29.833333333333332,59.666666666666664
2025-10-09 20:20:00,29.4,60.4,29.666666666666668,60.03333333333334
2025-10-09 20:25:00,29.4,60.2,29.53333333333333,60.03333333333333
2025-10-09 20:30:00,29.2,60.7,29.33333333333333,60.43333333333334
2025-10-09 20:35:00,29.1,61.2,29.23333333333333,60.70000000000001
2025-10-09 20:40:00,29.3,61.1,29.2,61.0
2025-10-09 20:45:00,29.0,61.6,29.13333333333333,61.300000000000004
2025-10-09 20:50:00,28.6,62.4,28.96666666666667,61.699999999999996
2025-10-09 20:55:00,28.9,62.0,28.833333333333332,62.0
2025-10-09 21:00:00,28.9,62.8,28.799999999999997,62.4
2025-10-09 21:05:00,28.6,62.3,28.799999999999997,62.36666666666667
2025-10-09 21:10:00,28.1,63.2,28.53333333333333,62.76666666666666
2025-10-09 21:15:00,28.2,63.9,28.299999999999997,63.13333333333333
2025-10-09 21:20:00,28.3,62.6,28.2,63.23333333333333
2025-10-09 21:25:00,27.9,63.5,28.13333333333333,63.333333333333336
2025-10-09 21:30:00,28.0,64.3,28.066666666666663,63.46666666666667
2025-10-09 21:35:00,27.9,64.2,27.933333333333326,64.0
2025-10-09 21:40:00,27.5,64.7,27.799999999999997,64.4
2025-10-09 21:45:00,27.5,64.6,27.63333333333333,64.5
2025-10-09 21:50:00,26.9,65.1,27.299999999999997,64.8
2025-10-09 21:55:00,27.2,65.3,27.2,65.0
2025-10-09 22:00:00,27.2,66.1,27.099999999999994,65.5
2025-10-09 22:05:00,26.9,66.0,27.099999999999994,65.8
2025-10-09 22:10:00,27.2,66.2,27.099999999999994,66.1
2025-10-09 22:15:00,26.6,66.2,26.899999999999995,66.13333333333333
2025-10-09 22:20:00,26.7,66.4,26.833333333333332,66.26666666666667
2025-10-09 22:25:00,26.7,66.7,26.66666666666666,66.43333333333334
2025-10-09 22:30:00,26.7,67.2,26.7,66.76666666666667
2025-10-09 22:35:00,26.2,67.2,26.53333333333333,67.03333333333333
2025-10-09 22:40:00,26.5,67.7,26.466666666666665,67.36666666666667
2025-10-09 22:45:00,26.2,68.6,26.299999999999997,67.83333333333333
2025-10-09 22:50:00,26.0,68.4,26.23333333333333,68.23333333333333
2025-10-09 22:55:00,26.1,68.1,26.099999999999994,68.36666666666667
2025-10-09 23:00:00,25.9,69.0,26.0,68.5
2025-10-09 23:05:00,25.7,68.6,25.899999999999995,68.56666666666666
2025-10-09 23:10:00,25.7,68.1,25.766666666666662,68.56666666666666
2025-10-09 23:15:00,25.5,68.8,25.63333333333333,68.49999999999999
2025-10-09 23:20:00,25.5,68.6,25.566666666666663,68.49999999999999
2025-10-09 23:25:00,25.5,69.5,25.5,68.96666666666665
2025-10-09 23:30:00,25.6,69.8,25.53333333333333,69.3
2025-10-09 23:35:00,25.0,70.7,25.366666666666664,70.0
2025-10-09 23:40:00,25.4,70.3,25.333333333333332,70.26666666666667
2025-10-09 23:45:00,24.7,70.3,25.03333333333333,70.43333333333332
2025-10-09 23:50:00,24.9,70.9,24.999999999999996,70.5
2025-10-09 23:55:00,25.0,69.9,24.866666666666664,70.36666666666666
