timestamp,temperature_c,humidity_percent
2025-10-09 20:45,29.0,61.6
2025-10-09 20:50,28.6,62.4
2025-10-09 20:55,28.9,62.0
2025-10-09 21:00,28.9,62.8
2025-10-09 21:05,28.6,62.3
2025-10-09 21:10,28.1,63.2
2025-10-09 21:15,28.2,63.9
2025-10-09 21:20,28.3,62.6
2025-10-09 21:25,27.9,63.5
2025-10-09 21:30,28.0,64.3
2025-10-09 21:35,27.9,64.2
2025-10-09 21:40,27.5,64.7
2025-10-09 21:45,27.5,64.6
2025-10-09 21:50,26.9,65.1
2025-10-09 21:55,27.2,65.3
2025-10-09 22:00,27.2,66.1
2025-10-09 22:05,26.9,66.0
2025-10-09 22:10,27.2,66.2
2025-10-09 22:15,26.6,66.2
2025-10-09 22:20,26.7,66.4
2025-10-09 22:25,26.7,66.7
2025-10-09 22:30,26.7,67.2
2025-10-09 22:35,26.2,67.2
2025-10-09 22:40,26.5,67.7
2025-10-09 22:45,26.2,68.6
2025-10-09 22:50,26.0,68.4
2025-10-09 22:55,26.1,68.1
2025-10-09 23:00,25.9,69.0
2025-10-09 23:05,25.7,68.6
2025-10-09 23:10,25.7,68.1
2025-10-09 23:15,25.5,68.8
2025-10-09 23:20,25.5,68.6
2025-10-09 23:25,25.5,69.5
2025-10-09 23:30,25.6,69.8
2025-10-09 23:35,25.0,70.7
2025-10-09 23:40,25.4,70.3
2025-10-09 23:45,24.7,70.3
2025-10-09 23:50,24.9,70.9
2025-10-09 23:55,25.0,69.9
